############### Game theory approach #################
max_gen : 5000
Instance : Denver
Epsilon : 0.1
Temps d'execution : 42980.1 ms
 ========Hypervolume====
 HV % :5.56647
 ========================
(IC best ; SC best) : 129684 ; 630
 (IC ; SC) : 150383 ; 957
 (IC ; SC) : 165982 ; 755
 (IC ; SC) : 172208 ; 685
 (IC ; SC) : 1.97906e+06 ; 636
 (IC ; SC) : 175777 ; 663
 (IC ; SC) : 138348 ; 1177
 (IC ; SC) : 143005 ; 1086
 (IC ; SC) : 142680 ; 1088
 (IC ; SC) : 176249 ; 655
 (IC ; SC) : 132788 ; 1232
 (IC ; SC) : 178018 ; 640
 (IC ; SC) : 169575 ; 747
 (IC ; SC) : 145548 ; 1024
 (IC ; SC) : 139257 ; 1154
 (IC ; SC) : 136177 ; 1180
 (IC ; SC) : 129912 ; 1622
 (IC ; SC) : 156140 ; 889
 (IC ; SC) : 149093 ; 993
 (IC ; SC) : 170131 ; 730
 (IC ; SC) : 170155 ; 717
 (IC ; SC) : 158869 ; 817
 (IC ; SC) : 174418 ; 669
 (IC ; SC) : 165821 ; 801
 (IC ; SC) : 130248 ; 1257
 (IC ; SC) : 151638 ; 911
 (IC ; SC) : 155921 ; 895
 (IC ; SC) : 144950 ; 1055
 (IC ; SC) : 133552 ; 1218
 (IC ; SC) : 144519 ; 1060
 (IC ; SC) : 141638 ; 1132
 (IC ; SC) : 3.92008e+07 ; 632
 (IC ; SC) : 141407 ; 1147
 (IC ; SC) : 173309 ; 674
 (IC ; SC) : 132427 ; 1256
 (IC ; SC) : 1.78922e+06 ; 638
 (IC ; SC) : 153451 ; 904
 (IC ; SC) : 134715 ; 1190
 (IC ; SC) : 157711 ; 880
 (IC ; SC) : 161208 ; 809
 (IC ; SC) : 150383 ; 957
 (IC ; SC) : 165982 ; 755
 (IC ; SC) : 172208 ; 685
 (IC ; SC) : 1.97906e+06 ; 636
 (IC ; SC) : 175777 ; 663
 (IC ; SC) : 138348 ; 1177
 (IC ; SC) : 143005 ; 1086
 (IC ; SC) : 142680 ; 1088
 (IC ; SC) : 176249 ; 655
 (IC ; SC) : 132788 ; 1232
 (IC ; SC) : 178018 ; 640
 (IC ; SC) : 169575 ; 747
 (IC ; SC) : 145548 ; 1024
 (IC ; SC) : 139257 ; 1154
 (IC ; SC) : 136177 ; 1180
 (IC ; SC) : 129912 ; 1622
 (IC ; SC) : 156140 ; 889
 (IC ; SC) : 149093 ; 993
 (IC ; SC) : 170131 ; 730
 (IC ; SC) : 170155 ; 717
 (IC ; SC) : 158869 ; 817
 (IC ; SC) : 174418 ; 669
 (IC ; SC) : 130248 ; 1257
 (IC ; SC) : 151638 ; 911
 (IC ; SC) : 155921 ; 895
 (IC ; SC) : 144950 ; 1055
 (IC ; SC) : 133552 ; 1218
 (IC ; SC) : 144519 ; 1060
 (IC ; SC) : 3.92008e+07 ; 632
 (IC ; SC) : 173309 ; 674
 (IC ; SC) : 132427 ; 1256
 (IC ; SC) : 139829 ; 1145
 (IC ; SC) : 164928 ; 769
 (IC ; SC) : 157961 ; 858
 (IC ; SC) : 174588 ; 666
 (IC ; SC) : 175863 ; 657
 (IC ; SC) : 140987 ; 1103
 (IC ; SC) : 132515 ; 1241
 (IC ; SC) : 1.78922e+06 ; 638
 (IC ; SC) : 153451 ; 904
 (IC ; SC) : 134715 ; 1190
 (IC ; SC) : 157711 ; 880
 (IC ; SC) : 161208 ; 809
 (IC ; SC) : 150383 ; 957
 (IC ; SC) : 165982 ; 755
 (IC ; SC) : 172208 ; 685
 (IC ; SC) : 1.97906e+06 ; 636
 (IC ; SC) : 175777 ; 663
 (IC ; SC) : 138348 ; 1177
 (IC ; SC) : 143005 ; 1086
 (IC ; SC) : 142680 ; 1088
 (IC ; SC) : 176249 ; 655
 (IC ; SC) : 132788 ; 1232
 (IC ; SC) : 178018 ; 640
 (IC ; SC) : 169575 ; 747
 (IC ; SC) : 145548 ; 1024
 (IC ; SC) : 139257 ; 1154
 (IC ; SC) : 136177 ; 1180
 (IC ; SC) : 156140 ; 889
 (IC ; SC) : 149093 ; 993
 (IC ; SC) : 170131 ; 730
 (IC ; SC) : 170155 ; 717
 (IC ; SC) : 158869 ; 817
 (IC ; SC) : 130248 ; 1257
 (IC ; SC) : 151638 ; 911
 (IC ; SC) : 155921 ; 895
 (IC ; SC) : 144950 ; 1055
 (IC ; SC) : 133552 ; 1218
 (IC ; SC) : 144519 ; 1060
 (IC ; SC) : 173309 ; 674
 (IC ; SC) : 139829 ; 1145
 (IC ; SC) : 164928 ; 769
 (IC ; SC) : 157961 ; 858
 (IC ; SC) : 175863 ; 657
 (IC ; SC) : 140987 ; 1103
 (IC ; SC) : 132515 ; 1241
 (IC ; SC) : 164501 ; 776
 (IC ; SC) : 177591 ; 651
 (IC ; SC) : 129684 ; 1283
 (IC ; SC) : 174210 ; 669
 (IC ; SC) : 131994 ; 1246
 (IC ; SC) : 163464 ; 800
 (IC ; SC) : 2.77891e+06 ; 630
 (IC ; SC) : 174326 ; 664
 (IC ; SC) : 146945 ; 1011
 (IC ; SC) : 167970 ; 751
#########################

......Les valeurs de nash pour Tout l'ensemble des solutions...

Num Sol, NASHEJ[k] , Interf cost , Sep cost 

..........................

0 , 0.834041 , 155659 , 1964
1 , 37.0905 , 5.01037e+06 , 659
2 , 374.163 , 4.88301e+07 , 657
3 , 0.834041 , 158633 , 2037
4 , 374.163 , 2.39895e+07 , 663
5 , 21.4692 , 356015 , 2224
6 , -0.100363 , 184896 , 4703
7 , 30.6881 , 158821 , 2153
8 , 0.834041 , 5.30385e+07 , 658
9 , 374.163 , 2.19785e+07 , 919
10 , 21.4692 , 161526 , 2093
11 , -0.100363 , 156938 , 2165
12 , 30.6881 , 2.97949e+06 , 660
13 , 388.053 , 1.98442e+06 , 690
14 , 374.163 , 356138 , 1145
15 , 21.4692 , 156796 , 2191
16 , -0.100363 , 172745 , 685
17 , 30.6881 , 4.17817e+06 , 658
18 , 388.053 , 7.02817e+06 , 2241
19 , -0.0463509 , 1.12058e+07 , 672
20 , 0.00103374 , 796964 , 691
21 , 21.4692 , 155911 , 2129
22 , -0.100363 , 161008 , 1989
23 , 30.6881 , 158546 , 2108
24 , -0.0463509 , 5.06364e+07 , 651
25 , 0.00103374 , 157031 , 2151
26 , 136.903 , 155845 , 2255
27 , -0.100363 , 1.30273e+07 , 2219
28 , 0.00103374 , 2.56563e+06 , 808
29 , 136.903 , 158022 , 2159
30 , 0.0803615 , 181608 , 668
31 , -0.084952 , 158674 , 2122
32 , 0.0842342 , 157967 , 2143
33 , -0.084952 , 979575 , 1694
34 , 10.675 , 155376 , 967
35 , -0.0548785 , 160045 , 2096
36 , 12.2949 , 158314 , 2144
37 , -0.0662733 , 161361 , 1992
38 , 0.057618 , 182449 , 1083
39 , 0.0287115 , 156049 , 2097
40 , 0.0279388 , 3.00058e+07 , 679
41 , -0.0535075 , 155860 , 2044
42 , 0.0369876 , 161295 , 2078
43 , -0.0857684 , 576689 , 668
44 , -0.0457103 , 162512 , 2133
45 , 0.0740772 , 1.69887e+07 , 670
46 , 0.0626916 , 163676 , 2043
47 , 0.0701482 , 159111 , 2083
48 , -0.094051 , 1.7987e+07 , 649
49 , 0.0437288 , 157505 , 2082
50 , -0.0911426 , 160318 , 2052
51 , -0.104487 , 176573 , 685
52 , 13.7536 , 7.43353e+06 , 2467
53 , 0.0654748 , 1.3805e+07 , 1487
54 , -0.0707993 , 162085 , 2123
55 , -0.0953658 , 178776 , 665
56 , 0.0440946 , 8.78299e+06 , 670
57 , 0.0450479 , 365053 , 1004
58 , 12.2949 , 2.97811e+06 , 657
59 , -0.0662733 , 155407 , 2087
60 , 0.0279388 , 1.76104e+06 , 891
61 , -0.0535075 , 2.77945e+06 , 674
62 , 0.0369876 , 2.64235e+07 , 650
63 , -0.0857684 , 2.59962e+07 , 660
64 , -0.0457103 , 154770 , 2190
65 , 0.0626916 , 138930 , 1214
66 , -0.094051 , 159665 , 2132
67 , -0.0911426 , 159117 , 2139
68 , -0.104487 , 155226 , 2191
69 , 13.7536 , 159100 , 2149
70 , 0.0654748 , 2.66201e+07 , 663
71 , -0.0953658 , 1.40184e+07 , 855
72 , 0.0450479 , 156721 , 2096
73 , 0.0050369 , 9.60868e+06 , 735
74 , 0.00420481 , 177867 , 683
75 , -0.0984015 , 160665 , 2229
76 , 0.0481121 , 5.00293e+07 , 663
77 , -0.0950776 , 159852 , 2066
78 , -0.0973006 , 155949 , 1896
79 , -0.0730756 , 160823 , 2120
80 , -0.0270634 , 160862 , 2086
81 , 0.00995929 , 549323 , 1766
82 , 0.032877 , 177781 , 657
83 , -0.0755702 , 157451 , 2206
84 , -0.089559 , 160546 , 2137
85 , 0.0308504 , 161420 , 2154
86 , 0.0524834 , 159323 , 2147
87 , 0.350986 , 157295 , 2072
88 , -0.0580903 , 135425 , 1251
89 , -0.0729094 , 1.10102e+07 , 673
90 , 0.0867532 , 158948 , 2162
91 , -0.0256319 , 159080 , 2143
92 , 12.2949 , 2.61944e+07 , 777
93 , -0.0662733 , 157544 , 2043
94 , 0.0279388 , 154393 , 2136
95 , -0.0535075 , 157520 , 2138
96 , 0.0369876 , 3.1814e+07 , 1042
97 , -0.0857684 , 179357 , 676
98 , -0.0457103 , 158620 , 2262
99 , -0.094051 , 158853 , 2198
100 , -0.104487 , 1.57798e+06 , 644
101 , 13.7536 , 159989 , 2150
102 , -0.0953658 , 159335 , 1951
103 , 0.0450479 , 1.96817e+06 , 820
104 , 0.0050369 , 154316 , 2174
105 , 0.00420481 , 2.37941e+06 , 648
106 , -0.0984015 , 4.64351e+07 , 664
107 , 0.0481121 , 160557 , 2211
108 , -0.0973006 , 158158 , 2126
109 , -0.0730756 , 159585 , 2118
110 , -0.0270634 , 4.94361e+07 , 659
111 , 0.032877 , 160185 , 2095
112 , 0.0308504 , 154863 , 2159
113 , 0.350986 , 1.97973e+06 , 659
114 , -0.0580903 , 157683 , 2122
115 , -0.0256319 , 177926 , 668
116 , -0.0829657 , 134892 , 1263
117 , -0.0936166 , 161281 , 2123
118 , -0.0970956 , 133888 , 1258
119 , -0.10082 , 5.26432e+07 , 666
120 , -0.0569551 , 2.38231e+06 , 642
121 , 0.0494114 , 197947 , 2383
122 , -0.0743884 , 3.37833e+06 , 668
123 , -0.0547759 , 371181 , 744
124 , -0.00583063 , 175390 , 684
125 , 0.042323 , 5.06408e+07 , 653
126 , -0.00498498 , 3.38033e+07 , 678
127 , 0.0328558 , 159289 , 2148
128 , 300.071 , 182901 , 662
129 , 0.0435778 , 160948 , 2165
130 , -0.105184 , 2.60031e+07 , 720
131 , 0.0653331 , 171941 , 747
132 , 12.2949 , 158995 , 2218
133 , -0.0662733 , 203697 , 3405
134 , 0.0279388 , 159735 , 2105
135 , -0.0535075 , 3.14051e+07 , 636
136 , -0.0857684 , 9.97894e+06 , 828
137 , -0.0457103 , 2.77845e+06 , 650
138 , -0.094051 , 157287 , 2165
139 , -0.104487 , 1.78046e+06 , 651
140 , 13.7536 , 161537 , 2014
141 , -0.0953658 , 160261 , 2102
142 , 0.0450479 , 1.16449e+06 , 1237
143 , 0.0050369 , 1.99162e+06 , 699
144 , 0.00420481 , 154643 , 2104
145 , -0.0984015 , 156823 , 2120
146 , 0.0481121 , 156092 , 2069
147 , -0.0973006 , 161855 , 2158
148 , -0.0730756 , 3.57764e+06 , 659
149 , -0.0270634 , 159392 , 2180
150 , 0.032877 , 190737 , 3107
151 , 0.0308504 , 158090 , 2109
152 , 0.350986 , 161232 , 2082
153 , -0.0580903 , 2.17734e+06 , 649
154 , -0.0256319 , 135858 , 1226
155 , -0.0829657 , 158168 , 2120
156 , -0.0936166 , 176819 , 731
157 , -0.0970956 , 3.44295e+07 , 660
158 , -0.10082 , 160181 , 2113
159 , 0.0494114 , 153790 , 2064
160 , -0.0743884 , 3.38446e+06 , 866
161 , -0.0547759 , 4.90214e+07 , 681
162 , -0.00583063 , 217434 , 4604
163 , 0.042323 , 160377 , 2084
164 , -0.00498498 , 1.22087e+07 , 684
165 , 300.071 , 159093 , 2208
166 , -0.105184 , 3.77672e+06 , 652
167 , 0.0653331 , 134733 , 1296
168 , 0.0297773 , 2.97968e+06 , 661
169 , -0.0904895 , 4.88389e+07 , 667
170 , -0.0699158 , 158808 , 2146
171 , -0.102017 , 156793 , 2065
172 , -0.0997058 , 155557 , 2028
173 , 0.00368274 , 160708 , 2241
174 , 0.0535104 , 160928 , 2225
175 , 12.2949 , 4.64222e+07 , 672
176 , -0.0662733 , 1.59575e+06 , 1553
177 , 0.0279388 , 157420 , 2220
178 , -0.0535075 , 4.88383e+07 , 654
179 , -0.0857684 , 158624 , 2204
180 , -0.0457103 , 776451 , 712
181 , -0.094051 , 160826 , 2195
182 , -0.104487 , 162456 , 2155
183 , 13.7536 , 158150 , 2086
184 , -0.0953658 , 3.3793e+06 , 662
185 , 0.0450479 , 159072 , 2018
186 , 0.0050369 , 3.94425e+06 , 1470
187 , 0.00420481 , 2.37907e+06 , 656
188 , -0.0984015 , 176954 , 674
189 , 0.0481121 , 4.96207e+07 , 649
190 , -0.0973006 , 138766 , 1189
191 , -0.0730756 , 134344 , 1299
192 , -0.0270634 , 4.92336e+07 , 665
193 , 0.032877 , 162969 , 2207
194 , 0.0308504 , 1.18083e+06 , 665
195 , -0.0580903 , 132294 , 1316
196 , -0.0256319 , 172716 , 706
197 , -0.0829657 , 1.95909e+07 , 670
198 , -0.0936166 , 160042 , 2092
199 , -0.0970956 , 133003 , 1309
200 , 0.0494114 , 157766 , 2137
201 , -0.0743884 , 2.11857e+07 , 651
202 , -0.0547759 , 157445 , 2217
203 , -0.00583063 , 1.15249e+06 , 1236
204 , 0.042323 , 155580 , 2130
205 , -0.00498498 , 161582 , 2178
206 , -0.105184 , 1.57774e+06 , 668
207 , 0.0297773 , 160049 , 2087
208 , -0.0904895 , 160485 , 2021
209 , -0.0699158 , 594576 , 3128
210 , -0.0997058 , 4.5208e+07 , 664
211 , 0.00368274 , 3.21935e+07 , 716
212 , 0.0535104 , 157237 , 2070
213 , -0.0879406 , 158005 , 2115
214 , -0.091412 , 154784 , 2067
215 , 0.0667351 , 4.72374e+07 , 658
216 , -0.10242 , 157933 , 2023
217 , 0.0536754 , 157590 , 2129
218 , -0.0759172 , 161878 , 2093
219 , 19.9013 , 144047 , 1153
220 , -0.105694 , 5.14353e+07 , 673
221 , -0.0271521 , 2.21822e+07 , 799
222 , -0.0820911 , 153992 , 2044
