############### Game theory approach #################
max_gen : 5000
Instance : Denver
Epsilon : 0.1
Temps d'execution : 42598 ms
 ========Hypervolume====
 HV % :111.505
 ========================
(IC best ; SC best) : 133569 ; 634
 Min Nash :   0.272972 : se trouve à la position 1797
 ============================
########################################################
Le nombre de solutions trouvées : 1. Ces solutions sont : 
 (IC ; SC) : 166869 ; 649
#########################

......Les valeurs de nash pour Tout l'ensemble des solutions...

Num Sol, NASHEJ[k] , Interf cost , Sep cost 
68 , 0.338918 , 171674 , 668
69 , 18.3465 , 2.57502e+06 , 677
70 , 0.610288 , 154409 , 922
71 , 45.4754 , 6.17794e+06 , 775
72 , 3.99236 , 350177 , 2137
73 , 7.98538 , 1.17615e+06 , 748
74 , 23.6511 , 2.96817e+06 , 2174
75 , 2.38601 , 150155 , 2068
76 , 3.93348 , 350739 , 2097
77 , 152.088 , 2.04376e+07 , 682
78 , 3.88332 , 352255 , 2058
79 , 0.891721 , 140173 , 1168
80 , 2.38138 , 151432 , 2059
81 , 0.665223 , 149738 , 979
82 , 2.37965 , 153309 , 2049
83 , 2.36482 , 153435 , 2039
84 , 21.4115 , 2.98441e+06 , 677
85 , 2.39889 , 151875 , 2068
86 , 3.95427 , 352884 , 2100
87 , 2.32685 , 151523 , 2024
88 , 2.37778 , 150952 , 2059
89 , 6.28803 , 970713 , 647
90 , 3.92729 , 350334 , 2095
91 , 51.5823 , 6.97172e+06 , 879
92 , 3.7739 , 347963 , 2009
93 , 2.3745 , 151989 , 2052
94 , 48.653 , 6.60048e+06 , 784
95 , 94.9291 , 1.28066e+07 , 665
96 , 3.88198 , 350812 , 2064
97 , 2.45364 , 149287 , 2115
98 , 3.85438 , 349443 , 2053
99 , 6.06608 , 778215 , 1420
100 , 4.46899 , 557309 , 1456
101 , 2.44933 , 150607 , 2106
102 , 82.9905 , 1.11981e+07 , 731
103 , 65.2511 , 8.61015e+06 , 1768
104 , 19.9585 , 2.77243e+06 , 762
105 , 119.035 , 1.60046e+07 , 768
106 , 3.88382 , 350005 , 2069
107 , 3.89772 , 353546 , 2061
108 , 0.614391 , 152218 , 935
109 , 2.46262 , 150908 , 2113
110 , 2.43689 , 148734 , 2107
111 , 135.573 , 1.82326e+07 , 678
112 , 3.9312 , 349802 , 2100
113 , 2.37877 , 154454 , 2043
114 , 8.47406 , 779407 , 2941
115 , 4.87053 , 768738 , 707
116 , 3.94662 , 348281 , 2117
117 , 2.43153 , 149494 , 2100
118 , 2.43266 , 153015 , 2084
119 , 2.38165 , 149995 , 2066
120 , 3.92281 , 349103 , 2098
121 , 54.4007 , 7.39199e+06 , 671
122 , 0.814261 , 138676 , 1126
123 , 7.78692 , 1.1686e+06 , 658
124 , 9.30804 , 1.36967e+06 , 668
125 , 61.9275 , 8.39692e+06 , 673
126 , 3.82141 , 350517 , 2027
127 , 3.91525 , 353993 , 2070
128 , 33.5415 , 4.5692e+06 , 845
129 , 2.45764 , 150242 , 2113
130 , 3.91522 , 349564 , 2091
131 , 3.93857 , 353315 , 2088
132 , 3.2693 , 570034 , 635
133 , 3.99845 , 352254 , 2131
134 , 0.353795 , 167973 , 695
135 , 3.78152 , 348560 , 2011
136 , 3.95201 , 349001 , 2117
137 , 2.41167 , 149791 , 2086
138 , 140.033 , 1.88296e+07 , 672
139 , 3.82028 , 349523 , 2031
140 , 152.116 , 2.04449e+07 , 665
141 , 2.38865 , 150086 , 2070
142 , 4.02027 , 349902 , 2156
143 , 4.82075 , 773677 , 652
144 , 3.95403 , 353484 , 2097
145 , 3.30295 , 565890 , 676
146 , 2.40268 , 149853 , 2080
147 , 62.3369 , 8.20174e+06 , 1859
148 , 39.4179 , 5.39098e+06 , 670
149 , 0.299967 , 168157 , 660
150 , 2.32848 , 149424 , 2035
151 , 2.38463 , 151024 , 2063
152 , 0.835499 , 137510 , 1145
153 , 2.39534 , 148663 , 2081
154 , 12.7342 , 1.75967e+06 , 989
155 , 0.486743 , 160660 , 814
156 , 2.29772 , 151635 , 2005
157 , 2.34412 , 153409 , 2026
158 , 3.90107 , 348095 , 2089
159 , 2.49963 , 151427 , 2134
160 , 117.509 , 1.58228e+07 , 664
161 , 2.42528 , 150344 , 2092
162 , 0.667611 , 148793 , 985
163 , 93.4785 , 1.26099e+07 , 679
164 , 60.603 , 8.1863e+06 , 833
165 , 3.90678 , 350965 , 2079
166 , 111.442 , 1.50134e+07 , 659
167 , 2.36323 , 149851 , 2055
168 , 2.39199 , 149901 , 2073
169 , 21.3362 , 2.97751e+06 , 662
170 , 1.79538 , 369372 , 653
171 , 3.90358 , 351802 , 2073
172 , 18.4314 , 2.57183e+06 , 746
173 , 0.879661 , 137931 , 1171
174 , 2.39954 , 150277 , 2076
175 , 0.880857 , 137880 , 1172
176 , 2.40864 , 152335 , 2072
177 , 2.42794 , 148382 , 2103
178 , 60.486 , 8.2008e+06 , 690
179 , 2.55864 , 148985 , 2183
180 , 3.93898 , 350631 , 2101
181 , 3.78457 , 351706 , 1998
182 , 2.38023 , 150015 , 2065
183 , 1.83762 , 369115 , 681
184 , 57.4563 , 7.80055e+06 , 669
185 , 2.36367 , 149489 , 2057
186 , 88.9593 , 1.20119e+07 , 652
187 , 24.3852 , 3.17978e+06 , 1635
188 , 138.559 , 1.86337e+07 , 667
189 , 3.82587 , 350270 , 2031
190 , 2.44664 , 150879 , 2103
191 , 69.4078 , 9.39879e+06 , 660
192 , 1.98894 , 360885 , 816
193 , 2.44347 , 151089 , 2100
194 , 2.51488 , 143562 , 2181
195 , 2.28942 , 149683 , 2009
196 , 2.35883 , 150949 , 2047
197 , 2.37332 , 149513 , 2063
198 , 3.86263 , 349913 , 2056
199 , 1.80446 , 369531 , 658
200 , 2.38603 , 150368 , 2067
201 , 2.41192 , 150455 , 2083
202 , 2.34686 , 149561 , 2046
203 , 2.40241 , 153609 , 2062
204 , 4.78796 , 770562 , 646
205 , 0.917792 , 137967 , 1195
206 , 155.259 , 2.0839e+07 , 787
207 , 2.25438 , 151323 , 1979
208 , 2.4784 , 152172 , 2117
209 , 162.558 , 2.18376e+07 , 675
210 , 6.31906 , 969170 , 674
211 , 2.36714 , 149531 , 2059
212 , 2.41474 , 150832 , 2083
213 , 2.32167 , 150831 , 2024
214 , 4.95754 , 762032 , 794
215 , 2.49518 , 151674 , 2130
216 , 2.34241 , 147281 , 2054
217 , 3.3159 , 569305 , 668
218 , 7.98718 , 1.15806e+06 , 835
219 , 95.0257 , 1.28144e+07 , 689
220 , 2.48747 , 150435 , 2131
221 , 2.34216 , 151251 , 2035
222 , 2.25275 , 150263 , 1983
223 , 2.31787 , 152220 , 2015
224 , 114.04 , 1.52387e+07 , 1237
225 , 149.148 , 2.00453e+07 , 680
226 , 6.79367 , 946395 , 1083
227 , 2.45901 , 148108 , 2124
228 , 9.30896 , 1.37021e+06 , 666
229 , 10.0075 , 1.3645e+06 , 1136
230 , 2.36413 , 155238 , 2030
231 , 2.35692 , 149641 , 2052
232 , 2.39958 , 153231 , 2062
233 , 3.30974 , 569537 , 663
234 , 2.38561 , 151155 , 2063
235 , 2.42613 , 152565 , 2082
236 , 64.5393 , 8.57807e+06 , 1469
237 , 2.42552 , 149112 , 2098
238 , 0.653148 , 150232 , 969
239 , 8.77434 , 944025 , 2350
240 , 43.9386 , 5.99249e+06 , 681
241 , 96.1926 , 1.26024e+07 , 2435
242 , 2.43844 , 150416 , 2100
243 , 2.3949 , 150499 , 2072
244 , 105.575 , 1.42245e+07 , 684
245 , 1.81423 , 368519 , 669
246 , 118.433 , 1.58299e+07 , 1216
247 , 2.33615 , 151711 , 2029
248 , 2.21295 , 151267 , 1953
249 , 9.30319 , 1.37007e+06 , 663
250 , 2.35944 , 151241 , 2046
251 , 2.3102 , 155198 , 1996
252 , 2.33062 , 151394 , 2027
253 , 2.36661 , 150934 , 2052
254 , 2.36165 , 149850 , 2054
255 , 2.4623 , 151497 , 2110
256 , 24.4322 , 3.37946e+06 , 717
257 , 2.43544 , 150016 , 2100
258 , 2.37593 , 150494 , 2060
259 , 80.0335 , 1.08025e+07 , 734
260 , 2.17141 , 148247 , 1941
261 , 121.146 , 1.62057e+07 , 1152
262 , 11.321 , 1.57954e+06 , 948
263 , 0.846904 , 135030 , 1164
264 , 2.41685 , 149008 , 2093
265 , 61.2108 , 8.00267e+06 , 2090
266 , 2.50359 , 148584 , 2150
267 , 2.42696 , 152464 , 2083
268 , 0.683705 , 146097 , 1008
269 , 49.9313 , 6.57656e+06 , 1708
270 , 2.32543 , 150912 , 2026
271 , 2.48635 , 147125 , 2146
272 , 0.786308 , 147161 , 1068
273 , 2.35558 , 149672 , 2051
274 , 0.622428 , 151396 , 944
275 , 36.3789 , 4.98654e+06 , 663
276 , 69.4789 , 9.38448e+06 , 773
277 , 2.36372 , 149706 , 2056
278 , 57.7307 , 7.76767e+06 , 999
279 , 2.20908 , 150539 , 1954
280 , 36.384 , 4.98827e+06 , 658
281 , 2.4023 , 149592 , 2081
282 , 4.6259 , 540767 , 1634
283 , 2.42022 , 147772 , 2101
284 , 47.8893 , 5.82283e+06 , 3991
285 , 2.37117 , 150702 , 2056
286 , 0.561262 , 156920 , 879
287 , 2.4655 , 151292 , 2113
288 , 13.1671 , 1.00301e+06 , 4855
289 , 17.4228 , 2.34272e+06 , 1194
290 , 7.81305 , 1.17083e+06 , 664
291 , 2.30703 , 151614 , 2011
292 , 6.33191 , 972360 , 667
293 , 2.36191 , 152414 , 2042
294 , 2.39747 , 155899 , 2048
295 , 2.29519 , 342590 , 1097
296 , 4.02242 , 355245 , 2132
297 , 2.44246 , 151164 , 2099
298 , 2.39441 , 153595 , 2057
299 , 2.42803 , 149869 , 2096
300 , 9.28589 , 1.36671e+06 , 668
301 , 2.25638 , 151380 , 1980
302 , 2.34821 , 149531 , 2047
303 , 2.41656 , 360698 , 1088
304 , 2.31117 , 147954 , 2031
305 , 2.34231 , 151481 , 2034
306 , 81.4724 , 1.10111e+07 , 656
307 , 2.53575 , 149930 , 2164
308 , 2.47636 , 150215 , 2125
309 , 2.38556 , 149252 , 2072
310 , 42.4375 , 5.7766e+06 , 754
311 , 44.5418 , 5.99615e+06 , 1046
312 , 2.33757 , 147688 , 2049
313 , 3.92635 , 353578 , 2079
314 , 10.7957 , 1.56942e+06 , 663
315 , 150.668 , 2.00333e+07 , 1701
316 , 2.43699 , 149591 , 2103
317 , 2.3439 , 354997 , 1069
318 , 140.157 , 1.88445e+07 , 680
319 , 2.27414 , 151435 , 1991
320 , 2.29153 , 149755 , 2010
321 , 2.47421 , 151824 , 2116
322 , 2.30861 , 151825 , 2011
323 , 2.34013 , 148030 , 2049
324 , 15.1737 , 1.40081e+06 , 4239
325 , 20.0971 , 2.39382e+06 , 2647
326 , 2.35037 , 150030 , 2046
327 , 2.30891 , 155025 , 1996
328 , 2.49381 , 149806 , 2138
329 , 0.333843 , 171207 , 667
330 , 2.51304 , 150058 , 2149
331 , 2.43584 , 152176 , 2090
332 , 2.04488 , 360984 , 851
333 , 2.44282 , 152265 , 2094
334 , 2.53446 , 154183 , 2143
335 , 1.78283 , 368539 , 649
336 , 2.36607 , 151494 , 2049
337 , 30.5928 , 3.9927e+06 , 1712
338 , 2.45566 , 147660 , 2124
339 , 0.962902 , 137251 , 1227
340 , 46.2356 , 5.62429e+06 , 3885
341 , 2.36214 , 152234 , 2043
342 , 2.36236 , 152473 , 2042
343 , 2.30472 , 149620 , 2019
344 , 6.26973 , 965529 , 660
345 , 2.44244 , 150951 , 2100
346 , 2.41846 , 149012 , 2094
347 , 2.34627 , 149061 , 2048
348 , 49.444 , 6.21042e+06 , 3137
349 , 2.47891 , 154137 , 2108
350 , 2.36722 , 149542 , 2059
351 , 2.36616 , 153403 , 2040
352 , 140.073 , 1.88353e+07 , 670
353 , 0.956246 , 135941 , 1229
354 , 4.8035 , 767792 , 669
355 , 0.918067 , 136530 , 1202
356 , 6.41019 , 970597 , 725
357 , 2.39971 , 150088 , 2077
358 , 2.38491 , 148533 , 2075
359 , 27.4438 , 3.7737e+06 , 755
360 , 3.91388 , 352335 , 2077
361 , 24.3529 , 3.38025e+06 , 663
362 , 2.41498 , 152340 , 2076
363 , 2.3685 , 149713 , 2059
364 , 28.4501 , 3.76738e+06 , 1423
365 , 12.0743 , 1.57799e+06 , 1433
366 , 3.98807 , 351078 , 2130
367 , 122.501 , 1.64174e+07 , 1006
368 , 2.4744 , 147425 , 2137
369 , 117.907 , 1.5825e+07 , 906
370 , 2.51094 , 150619 , 2145
371 , 2.50054 , 149020 , 2146
372 , 10.8166 , 1.57179e+06 , 665
373 , 0.470817 , 158112 , 816
374 , 2.42885 , 149347 , 2099
375 , 2.4316 , 148660 , 2104
376 , 0.614944 , 149553 , 948
377 , 2.39522 , 150332 , 2073
378 , 72.4977 , 9.79571e+06 , 735
379 , 2.35024 , 153594 , 2029
380 , 2.30765 , 151065 , 2014
381 , 2.42147 , 150257 , 2090
382 , 3.85756 , 351343 , 2046
383 , 12.5506 , 1.75685e+06 , 886
384 , 123.425 , 1.66125e+07 , 666
385 , 2.41375 , 152386 , 2075
386 , 2.36808 , 151764 , 2049
387 , 2.37754 , 150919 , 2059
388 , 96.4583 , 1.301e+07 , 669
389 , 3.87649 , 349448 , 2067
390 , 9.78986 , 1.36408e+06 , 1000
391 , 2.47352 , 148781 , 2130
392 , 2.35196 , 150873 , 2043
393 , 2.31968 , 152040 , 2017
394 , 2.45587 , 152955 , 2099
395 , 2.38322 , 147254 , 2080
396 , 2.34561 , 148340 , 2051
397 , 168.572 , 2.26402e+07 , 678
398 , 77.6076 , 1.04112e+07 , 1053
399 , 32.719 , 3.82311e+06 , 3865
400 , 84.465 , 1.13975e+07 , 719
401 , 14.7574 , 1.21269e+06 , 4868
402 , 1.81485 , 369866 , 663
403 , 100.928 , 1.36054e+07 , 677
404 , 2.40805 , 149307 , 2086
405 , 169.309 , 2.26303e+07 , 1192
406 , 0.474779 , 158430 , 817
407 , 2.38913 , 149939 , 2071
408 , 2.41187 , 153399 , 2069
409 , 93.5477 , 1.26195e+07 , 677
410 , 2.43957 , 153095 , 2088
411 , 2.4487 , 152840 , 2095
412 , 154.138 , 2.04292e+07 , 2022
413 , 2.41187 , 145814 , 2105
414 , 2.40432 , 150283 , 2079
415 , 105.512 , 1.42234e+07 , 649
416 , 2.35547 , 153660 , 2032
417 , 7.68685 , 962044 , 1575
418 , 0.83366 , 135578 , 1153
419 , 2.42593 , 154644 , 2072
420 , 2.38175 , 148743 , 2072
421 , 133.942 , 1.80145e+07 , 679
422 , 2.49797 , 149940 , 2140
423 , 30.487 , 3.41606e+06 , 4382
424 , 149.133 , 2.0046e+07 , 667
425 , 30.4763 , 4.19181e+06 , 693
426 , 75.5115 , 1.01964e+07 , 744
427 , 2.40227 , 149166 , 2083
428 , 3.34386 , 569670 , 684
429 , 2.21433 , 150399 , 1958
430 , 3.86387 , 351764 , 2048
431 , 149.118 , 2.00427e+07 , 674
432 , 2.39796 , 151962 , 2067
433 , 2.3556 , 148622 , 2056
434 , 2.40641 , 150562 , 2079
435 , 2.49826 , 151664 , 2132
436 , 2.34463 , 149685 , 2044
437 , 0.897068 , 137728 , 1183
438 , 2.39151 , 151521 , 2065
439 , 36.4339 , 4.9825e+06 , 717
440 , 2.35798 , 150625 , 2048
441 , 4.80603 , 769182 , 664
442 , 19.938 , 2.77285e+06 , 747
443 , 2.46763 , 150101 , 2120
444 , 2.79897 , 345624 , 1402
445 , 2.39553 , 150163 , 2074
446 , 2.54512 , 149075 , 2174
447 , 0.919462 , 138612 , 1193
448 , 4.805 , 770942 , 655
449 , 10.8166 , 1.57327e+06 , 658
450 , 98.2183 , 1.30119e+07 , 1776
451 , 2.42759 , 151074 , 2090
452 , 23.5071 , 2.62049e+06 , 3733
453 , 2.34827 , 151225 , 2039
454 , 15.321 , 2.17365e+06 , 664
455 , 2.39232 , 149524 , 2075
456 , 2.58537 , 356069 , 1217
457 , 3.80509 , 348337 , 2027
458 , 1.82369 , 369783 , 669
459 , 141.561 , 1.90337e+07 , 672
460 , 2.41341 , 151287 , 2080
461 , 100.191 , 1.34135e+07 , 1120
462 , 2.45971 , 147991 , 2125
463 , 20.6321 , 2.56788e+06 , 2160
464 , 0.871871 , 136679 , 1172
465 , 0.32151 , 168085 , 674
466 , 2.30627 , 148774 , 2024
467 , 2.39112 , 147677 , 2083
468 , 4.78136 , 769469 , 647
469 , 6.30846 , 968597 , 670
470 , 2.45046 , 149705 , 2111
471 , 2.38549 , 148190 , 2077
472 , 2.36026 , 149033 , 2057
473 , 4.80261 , 771253 , 652
474 , 2.44611 , 152073 , 2097
475 , 2.38813 , 151492 , 2063
476 , 2.7536 , 343567 , 1383
477 , 1.79784 , 370754 , 648
478 , 48.6817 , 6.5586e+06 , 1001
479 , 2.39014 , 152392 , 2060
480 , 2.33503 , 149034 , 2041
481 , 2.45707 , 147638 , 2125
482 , 15.4816 , 2.1732e+06 , 768
483 , 96.529 , 1.30047e+07 , 739
484 , 78.4387 , 1.06025e+07 , 672
485 , 2.37395 , 152758 , 2048
486 , 2.393 , 149404 , 2076
487 , 2.44014 , 152540 , 2091
488 , 10.4354 , 1.37847e+06 , 1341
489 , 12.2591 , 1.00161e+06 , 4286
490 , 102.518 , 1.37989e+07 , 766
491 , 78.8844 , 1.0599e+07 , 971
492 , 1.80974 , 368130 , 668
493 , 66.4408 , 9.00313e+06 , 657
494 , 2.34053 , 149979 , 2040
495 , 2.42091 , 151024 , 2086
496 , 2.34128 , 149869 , 2041
497 , 0.491532 , 158140 , 829
498 , 2.33831 , 152843 , 2025
499 , 2.39607 , 151499 , 2068
500 , 117.596 , 1.56235e+07 , 1665
501 , 4.78606 , 766516 , 664
502 , 2.44303 , 149133 , 2109
503 , 2.37383 , 149582 , 2063
504 , 2.34807 , 150776 , 2041
505 , 2.41132 , 148269 , 2093
506 , 2.3752 , 154189 , 2042
507 , 2.43868 , 153398 , 2086
508 , 131.062 , 1.7632e+07 , 669
509 , 2.34314 , 152223 , 2031
510 , 155.101 , 2.08414e+07 , 676
511 , 2.40459 , 153269 , 2065
512 , 2.4241 , 150397 , 2091
513 , 2.47314 , 152735 , 2111
514 , 0.31045 , 168925 , 663
515 , 0.495954 , 158099 , 832
516 , 2.44113 , 148458 , 2111
517 , 12.0258 , 1.38232e+06 , 2331
518 , 2.32892 , 151799 , 2024
519 , 2.64898 , 351924 , 1277
520 , 4.7966 , 768555 , 661
521 , 2.43901 , 150704 , 2099
522 , 2.31481 , 151600 , 2016
523 , 2.47284 , 149955 , 2124
524 , 2.4052 , 152086 , 2071
525 , 2.43098 , 147525 , 2109
526 , 134.106 , 1.80358e+07 , 682
527 , 2.35959 , 151472 , 2045
528 , 1.9256 , 370543 , 730
529 , 76.9911 , 1.03948e+07 , 740
530 , 0.59926 , 156728 , 904
531 , 2.47496 , 148763 , 2131
532 , 2.42291 , 152977 , 2078
533 , 2.51877 , 149770 , 2154
534 , 2.43226 , 149591 , 2100
535 , 2.35893 , 147171 , 2065
536 , 2.37654 , 150786 , 2059
537 , 107.224 , 1.44292e+07 , 758
538 , 17.4277 , 2.18348e+06 , 1953
539 , 143.253 , 1.92373e+07 , 778
540 , 2.32978 , 153600 , 2016
541 , 4.35376 , 558772 , 1376
542 , 0.467112 , 161409 , 798
543 , 0.409253 , 165479 , 742
544 , 134.092 , 1.80245e+07 , 727
545 , 132.643 , 1.78412e+07 , 678
546 , 10.8269 , 1.57212e+06 , 670
547 , 4.83084 , 767441 , 688
548 , 2.34947 , 151806 , 2037
549 , 39.4603 , 5.39411e+06 , 682
550 , 2.42117 , 151059 , 2086
551 , 2.42435 , 152116 , 2083
552 , 6.27606 , 969114 , 647
553 , 122.644 , 1.64136e+07 , 1115
554 , 141.527 , 1.90164e+07 , 732
555 , 3.33588 , 570078 , 677
556 , 4.79163 , 770630 , 648
557 , 1.79453 , 365256 , 672
558 , 2.58809 , 149338 , 2200
559 , 3.84733 , 349555 , 2048
560 , 3.95614 , 352080 , 2105
561 , 23.5664 , 3.16669e+06 , 1178
562 , 2.40697 , 149584 , 2084
563 , 2.42633 , 145638 , 2115
564 , 0.32631 , 166619 , 684
565 , 2.38064 , 154073 , 2046
566 , 2.27827 , 150933 , 1996
567 , 2.39895 , 149988 , 2077
568 , 2.47798 , 152959 , 2113
569 , 2.62145 , 353093 , 1254
570 , 2.28572 , 155088 , 1981
571 , 2.31248 , 150868 , 2018
572 , 2.36741 , 151041 , 2052
573 , 5.10382 , 756289 , 914
574 , 28.3859 , 3.75712e+06 , 1431
575 , 6.30709 , 970520 , 660
576 , 39.8248 , 5.39328e+06 , 917
577 , 0.317168 , 170033 , 662
578 , 2.46246 , 150254 , 2116
579 , 2.41884 , 152222 , 2079
580 , 2.42129 , 151285 , 2085
581 , 65.2168 , 8.42335e+06 , 2633
582 , 140.07 , 1.88372e+07 , 659
583 , 146.111 , 1.96349e+07 , 703
584 , 2.38953 , 153575 , 2054
585 , 2.44781 , 149562 , 2110
586 , 0.829126 , 138344 , 1137
587 , 58.9386 , 7.9979e+06 , 672
588 , 2.4413 , 151853 , 2095
589 , 2.356 , 150992 , 2045
590 , 2.4055 , 150651 , 2078
591 , 76.9431 , 1.0403e+07 , 671
592 , 2.42362 , 148016 , 2102
593 , 4.67439 , 555882 , 1593
594 , 2.38572 , 150959 , 2064
595 , 2.33333 , 152810 , 2022
596 , 10.9356 , 1.56641e+06 , 766
597 , 0.396297 , 165434 , 734
598 , 64.9906 , 8.80774e+06 , 665
599 , 0.384299 , 161303 , 746
600 , 63.6642 , 8.02298e+06 , 3549
601 , 2.40192 , 151437 , 2072
602 , 2.41934 , 150394 , 2088
603 , 2.31885 , 152561 , 2014
604 , 141.562 , 1.9027e+07 , 704
605 , 1.8048 , 368945 , 661
606 , 0.875119 , 137745 , 1169
607 , 2.44372 , 149015 , 2110
608 , 104.249 , 1.40048e+07 , 886
609 , 1.84234 , 371431 , 673
610 , 2.39866 , 150792 , 2073
611 , 3.32316 , 566905 , 684
612 , 0.886157 , 134585 , 1191
613 , 2.37937 , 152218 , 2054
614 , 2.32446 , 154153 , 2010
615 , 2.26145 , 148898 , 1995
616 , 2.54072 , 149962 , 2167
617 , 0.90458 , 136835 , 1192
618 , 147.619 , 1.98439e+07 , 667
619 , 61.947 , 8.39826e+06 , 679
620 , 123.501 , 1.66206e+07 , 676
621 , 3.82761 , 349660 , 2035
622 , 28.856 , 3.98087e+06 , 667
623 , 2.3375 , 148521 , 2045
624 , 164.134 , 2.20365e+07 , 730
625 , 2.40535 , 151052 , 2076
626 , 128.169 , 1.72456e+07 , 669
627 , 6.28467 , 967315 , 661
628 , 2.46742 , 147756 , 2131
629 , 121.187 , 1.58189e+07 , 3014
630 , 6.79938 , 773561 , 1907
631 , 6.40908 , 959915 , 775
632 , 1.82004 , 369927 , 666
633 , 2.46738 , 151754 , 2112
634 , 6.71221 , 950473 , 1012
635 , 2.44708 , 151150 , 2102
636 , 46.9107 , 6.39031e+06 , 677
637 , 3.29073 , 567419 , 661
638 , 155.102 , 2.08419e+07 , 674
639 , 2.43991 , 151666 , 2095
640 , 42.415 , 5.77908e+06 , 728
641 , 117.495 , 1.58192e+07 , 672
642 , 126.568 , 1.70307e+07 , 674
643 , 1.79685 , 369147 , 655
644 , 96.5276 , 1.29838e+07 , 837
645 , 32.0859 , 4.36172e+06 , 907
646 , 0.492111 , 158217 , 829
647 , 1.82405 , 366249 , 686
648 , 3.30518 , 568085 , 667
649 , 2.39615 , 150456 , 2073
650 , 2.2265 , 152656 , 1955
651 , 2.41669 , 149829 , 2089
652 , 81.4496 , 1.10059e+07 , 666
653 , 6.30477 , 971474 , 654
654 , 2.39318 , 148374 , 2081
655 , 2.4587 , 151226 , 2109
656 , 181.387 , 2.42401e+07 , 1209
657 , 0.553334 , 155440 , 881
658 , 2.40682 , 152513 , 2070
659 , 2.49415 , 151538 , 2130
660 , 39.3683 , 5.38371e+06 , 673
661 , 127.539 , 1.68091e+07 , 2341
662 , 2.48203 , 149076 , 2134
663 , 104.049 , 1.4023e+07 , 673
664 , 3.32071 , 569738 , 669
665 , 2.39643 , 152600 , 2063
666 , 2.39321 , 153224 , 2058
667 , 2.43998 , 148726 , 2109
668 , 3.37973 , 568141 , 714
669 , 2.37165 , 150133 , 2059
670 , 16.1521 , 1.98065e+06 , 2107
671 , 0.399655 , 163354 , 746
672 , 2.39989 , 147796 , 2088
673 , 0.306075 , 166866 , 670
674 , 0.335561 , 167434 , 686
675 , 51.4868 , 6.99858e+06 , 691
676 , 137.134 , 1.84267e+07 , 746
